Number,Exclusion,Plot,Site_Text,Trt,Block,Block_Unique,Filter,year,site_name,continent,country,elevation,latitude,longitude,RAIN_PET,MAT_v2,MAP_v2,AI,PET,N_Dep,N,P,K,Exclose,first_nutrient_year,first_fenced_year,year_trt,sum_INT_cover,sum_NAT_cover,sum_UNK_cover,total_cover,INT_rich,NAT_rich,UNK_rich,rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,Ambient_PAR,Ground_PAR,pct_C,pct_N,ppm_P,ppm_K,ppm_Ca,ppm_Mg,ppm_S,ppm_Na,ppm_Zn,ppm_Mn,ppm_Fe,ppm_Cu,ppm_B,pH,PercentSand,PercentSilt,PercentClay,Classification,shannon,inverse_simpson,evenness,Single_AICc,Asym_AICc,weibull.AIC,LowestAIC,T_nmax,Nmax,Single_RMSE,Asymp_RMSE,Weibull_RMSE,single.k,single.k.div,asymp.k,asymp.A,Asymp_collapse,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.div,Prop_Init_N_Mass_1yr,Fin_C_Mass_g,Prop_Init_C_Mass,Ground_PAR,Total_mass_mean,Ground_PAR_mean
492,,2,Cowichan,N,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,0,0,2008,2007,0,103,1,0,104,8,1,0,9,24,2,21,2.6667,41.4,360.6,402,NA,NA,NA,NA,5.314,0.437,45,101,4278,462,48,65,3.2,26,203,4.2,0.8,6,NA,NA,NA,NA,1.239371311,2.759183673,0.564062192,-10.62414566,-5.624145658,-7.664756728,S,0,0.116865,0.077747879,0.077747879,0.077485205,0.293447531,0.006044733,0.29344975,0,TRUE,1.034655142,3.408048607,3.361352063,2.391457654,1.022214328,0.387184956,0.006003957,1.260175541,0.073694913,0.015230203,85.07142857,904.8142857,NA
493,,3,Cowichan,Control,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,0,0,2008,2007,0,75,0,0,75,8,0,0,8,24,2,21,3,100.6,250.6,351.2,NA,NA,NA,NA,5.159,0.373,46,87,3903,476,48,70,3.2,22,171,3.6,0.8,5.9,37.5,37.2,25.2,Loam,1.448211391,3.283712785,0.696442464,-7.305922539,-2.305922539,-4.936585102,S,1.31,0.109744464,0.102513025,0.102513025,0.097264557,0.211193702,0.01050892,0.211193743,0,TRUE,1.214586495,4.715658393,4.422263273,3.487304614,1.69064125,0.739414813,0.009460394,1.144724919,0.16784572,0.034712225,180.0714286,577.2285714,NA
494,,4,Cowichan,K,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,1,0,2008,2007,0,86,0,0,86,5,0,0,5,24,2,21,4.8,40.1,323.3,363.4,NA,NA,NA,NA,5.506,0.418,35,84,3960,455,45,58,2.9,27,191,4,0.9,6,NA,NA,NA,NA,0.672160488,1.504475183,0.417636793,-3.11429889,1.091587336,-1.434112722,S,0.23,0.103779926,0.145371399,0.136062684,0.130230682,0.26493922,0.021132844,0.44325961,0.189444815,FALSE,0.675560993,3.782239562,4.959022473,2.198521535,0.598141632,0.135228043,0.01696003,1.119198488,0.132478758,0.027370594,139.1428571,565.2,NA
495,,5,Cowichan,P,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,0,0,2008,2007,0,67,0,0,67,5,0,0,5,24,2,21,4.8,41.5,278.9,320.4,NA,NA,NA,NA,5.383,0.429,35,72,4071,486,45,64,2.8,27,152,4.2,0.9,6,NA,NA,NA,NA,0.646108263,1.450403877,0.401449635,-4.481333949,-0.281333948,-2.328958463,S,1.21,0.125113662,0.143842861,0.143842861,0.133471923,0.209212847,0.020690769,0.209213144,0,TRUE,1.420615221,4.919195187,4.47345444,3.800562281,2.0465,1.009106739,0.017814754,1.309725616,0.098153454,0.020280888,165.3571429,695.2,NA
497,,7,Cowichan,PK,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,1,0,2008,2007,0,99,0,0,99,4,0,0,4,24,2,21,6,35.9,540.5,576.4,NA,NA,NA,NA,6.002,0.429,64,88,2921,323,47,69,3,31,210,3.6,0.5,5.1,NA,NA,NA,NA,0.353486527,1.179280472,0.25498663,-2.950436449,1.888368959,-0.293235887,S,1.2,0.099611135,0.14737009,0.145403721,0.143219787,0.227053648,0.021717943,0.305116775,0.132691968,FALSE,0.823323555,4.480952429,4.976788325,2.871035996,0.986669254,0.291289835,0.020511907,1.050765912,0.182581345,0.037737055,150.2857143,577.3928571,NA
499,,9,Cowichan,NP,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,1,0,0,2008,2007,0,63,0,0,63,4,0,0,4,24,2,21,6,53.9,349.9,403.8,NA,NA,NA,NA,4.619,0.316,41,103,3246,323,41,58,2,28,203,3.4,0.5,5.5,NA,NA,NA,NA,0.643857322,1.483738318,0.464444883,-15.72540497,-11.52540497,-14.05984651,S,0,0.1272886,0.064429624,0.064429624,0.057741177,0.331104928,0.004151177,0.331104509,0,TRUE,1.169336427,3.067639685,2.905658036,2.242231913,1.056998117,0.447725962,0.003334044,1.372437837,0.080627496,0.016677934,58.85714286,821.9857143,NA
500,,10,Cowichan,Control,1,47,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,0,0,2008,2007,0,71,0,0,71,5,0,0,5,24,2,21,4.8,37.4,310.9,348.3,NA,NA,NA,NA,5.029,0.374,29,59,3676,423,41,72,2.1,18,206,4.7,0.8,5.8,35.3,37.4,27.2,Clay Loam,1.225778069,2.637885924,0.761618736,-2.711836159,2.286482317,0.225170948,S,0,0.0958544,0.150329627,0.150308564,0.149542554,0.28957596,0.022598997,0.297114695,0.01015437,FALSE,0.926666636,3.411382078,3.534465809,2.296990889,0.889248809,0.300791928,0.022362975,1.033924655,0.073106715,0.015108643,201.1428571,554.3928571,NA
501,,11,Cowichan,P,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,0,0,2008,2007,0,53,0,0,53,3,0,0,3,24,2,21,8,46.9,327.5,374.4,NA,NA,NA,NA,5.294,0.389,52,69,3432,418,43,69,2.5,22,169,4,0.7,6.1,NA,NA,NA,NA,0.776908493,1.871419054,0.707172586,-1.299944908,3.700055092,0.55225915,S,1.64,0.113457269,0.169099619,0.169099619,0.153674748,0.192314006,0.028594681,0.192314006,0,TRUE,1.548785317,5.032399039,4.526483887,3.971927196,2.25119321,1.176928724,0.023615928,1.142054363,0.18585599,0.038402362,215.0714286,726.5,NA
502,,12,Cowichan,NK,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,1,0,2008,2007,0,100,0,0,100,2,0,0,2,24,2,21,12,98.4,422.4,520.8,NA,NA,NA,NA,5.091,0.374,41,70,3443,349,40,66,1.8,20,152,3.2,0.6,5.9,NA,NA,NA,NA,0.056001534,1.020199959,0.080793136,-3.11203806,3.537871269,-0.52289574,S,0,0.1461424,0.127011751,0.126799091,0.126030907,0.286199211,0.016131985,0.30472709,0.030877236,FALSE,0.917196599,3.524220454,3.670792872,2.363297761,0.905997851,0.303046656,0.01588379,1.576193931,0.188216501,0.038929006,130.2142857,774.7,NA
503,,13,Cowichan,NK,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,1,0,2008,2007,0,91,0,0,91,4,0,0,4,24,2,21,6,129.9,274.8,404.7,NA,NA,NA,NA,4.118,0.321,58,80,3639,465,42,57,2.5,14,141,3.6,0.7,6.2,NA,NA,NA,NA,0.309678319,1.143942533,0.223385688,-11.51131527,-6.511315268,-8.557533964,S,1.52,0.119797905,0.072207251,0.072207251,0.071929676,0.236342998,0.005213887,0.236342935,0,TRUE,0.965487025,4.239241577,4.305557105,2.90017138,1.166430542,0.412125999,0.005173878,1.231107875,0.285662708,0.059066175,153,849.65,NA
504,,14,Cowichan,K,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,1,0,2008,2007,0,79,0,0,79,4,0,0,4,24,2,21,6,59.8,210.3,270.1,NA,NA,NA,NA,4.567,0.351,51,66,2496,254,39,52,2.2,25,201,3.3,0.4,5.2,NA,NA,NA,NA,0.649492163,1.482775006,0.468509561,-8.509620078,-3.528755188,-5.954800382,S,0.16,0.103032893,0.092729044,0.092581297,0.089351978,0.237633135,0.008598676,0.253122094,0.031632371,FALSE,0.867515634,4.235146639,4.550675817,2.775781382,1.007274984,0.316440935,0.007983776,1.111217918,0.175663623,0.036314518,196.5,499.8428571,NA
505,,15,Cowichan,PK,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,1,0,2008,2007,0,89,0,0,89,6,0,0,6,24,2,21,4,53.4,615.7,669.1,NA,NA,NA,NA,4.986,0.365,43,95,2687,281,43,54,2.4,28,185,3.4,0.4,5.2,NA,NA,NA,NA,0.810927932,1.615541505,0.452587496,-6.560811537,-1.560811535,-3.590715691,S,0.93,0.108237416,0.109080097,0.109080097,0.108808607,0.212108055,0.011898468,0.21210841,0,TRUE,0.95711478,4.732130366,4.825722757,3.226636668,1.287434463,0.450758519,0.011839313,1.149539578,0.062835871,0.012991207,119.0714286,479.9,NA
506,,16,Cowichan,NP,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,1,0,0,2008,2007,0,69,0,0,69,5,0,0,5,24,2,21,4.8,129.7,462.3,592,NA,NA,NA,NA,5.013,0.392,46,89,2983,305,42,51,2.2,23,179,3.3,0.4,5.4,NA,NA,NA,NA,0.952131047,1.918984281,0.591592281,-0.659205711,-3.905524849,-6.080246499,W,3.33,0.099090441,0.162318887,0.060235643,0.072297684,0.246351795,0.026347421,1.177495664,0.403340687,FALSE,0.268153529,6.947014531,111.8099701,1.770938232,0.066676388,0.001574569,0.005226955,0.916448564,1.93551072,0.400083463,44.5,915.7928571,NA
509,,19,Cowichan,NPK,2,48,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,1,1,0,2008,2007,0,84,0,0,84,4,0,0,4,24,2,21,6,178.1,650.3,828.4,NA,NA,NA,NA,4.866,0.391,35,125,2563,225,40,39,2.2,39,153,3,0.4,5.4,NA,NA,NA,NA,0.282218975,1.128598848,0.203577958,-8.570993801,-3.570993801,-6.546501237,S,0,0.130144,0.092255995,0.092255995,0.085053033,0.268479113,0.008511169,0.268479185,0,TRUE,1.201238829,3.720203502,3.498502157,2.741940614,1.31863838,0.571441167,0.007234018,1.405050686,0.056539639,0.011682463,76.57142857,989.5142857,NA
510,,20,Cowichan,N,2,48,TRUE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,0,0,2008,2007,0,82,0,0,82,2,0,0,2,24,2,21,12,63.1,601.6,664.7,NA,NA,NA,NA,5.289,0.402,30,113,2401,192,41,43,2.4,35,177,2.8,0.4,5.3,NA,NA,NA,NA,0.065860936,1.024687595,0.095017246,0.905291366,7.571958032,3.549566723,S,4.06,0.10764953,0.178629084,0.178629084,0.178129816,0.271464589,0.03190835,0.271464118,0,TRUE,0.912755826,3.695471436,3.859000422,2.473323307,0.943764793,0.314001778,0,NA,0.03636534,0.007513963,36.35714286,948.3714286,NA
511,,21,Cowichan,N,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,0,0,2008,2007,0,97,0,0,97,5,0,0,5,24,2,21,4.8,19.3,546,565.3,NA,NA,NA,NA,5.783,0.422,36,152,2960,237,40,43,3.2,38,193,3.1,0.5,5.4,NA,NA,NA,NA,0.271712592,1.110730728,0.168824526,-17.22669946,-12.22669945,-14.53203566,S,0.29,0.089973877,0.044847079,0.044847079,0.043720355,0.353693924,0.00201126,0.353695045,0,TRUE,1.060372661,2.840261698,2.775644029,2.010233344,0.877158611,0.34015777,0.001911469,0.969611019,0.038486652,0.007962622,76.92857143,1014.035714,NA
512,,22,Cowichan,NK,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,0,1,0,2008,2007,0,104,0,0,104,3,0,0,3,24,2,21,8,18.3,550.8,569.1,NA,NA,NA,NA,5.412,0.42,30,96,3034,328,40,43,2.6,24,201,3.4,0.6,5.6,NA,NA,NA,NA,0.184651904,1.080519481,0.168077407,-2.13482194,2.064147983,-0.075972056,S,2.65,0.11069639,0.170090299,0.170077784,0.156776111,0.245918183,0.02893071,0.253377019,0.013520288,FALSE,0.662081968,3.826243982,5.123801312,2.199669863,0.582802738,0.127831547,0.024578749,0.926501028,0.00800372,0.001654424,67.92857143,1081.571429,NA
514,,24,Cowichan,NP,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,1,0,0,2008,2007,0,102,0,0,102,3,0,0,3,24,2,21,8,34.8,658.3,693.1,NA,NA,NA,NA,4.929,0.41,31,75,3191,365,42,62,2.2,22,185,3.6,0.5,5.5,NA,NA,NA,NA,0.110100082,1.040191962,0.100217413,-6.793772901,-0.127106232,-8.495488425,W,0.6,0.10005698,0.087891766,0.087891766,0.056784756,0.283287815,0.007724962,0.283290066,0,TRUE,1.460578796,3.440482948,3.11646312,2.676941969,1.466083147,0.737031366,0.003224508,1.071382324,0.099458395,0.020566964,58.78571429,959.0071429,NA
515,,25,Cowichan,Control,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,0,0,2008,2007,0,95,0,0,95,2,0,0,2,24,2,21,12,106.1,472.6,578.7,NA,NA,NA,NA,5.956,0.374,34,80,3025,375,40,58,2.5,24,195,3.7,0.5,5.4,25.4,43.2,31.3,Clay Loam,0.058406265,1.021274188,0.084262429,-5.514464982,-0.514464982,-2.682537913,S,0.96,0.097258814,0.119018387,0.119018387,0.117363026,0.269874155,0.014165377,0.26987415,0,TRUE,0.888841578,3.67926133,3.898148993,2.436013821,0.905743307,0.292559858,0.01377408,1.030223297,0.034246782,0.007086841,175.5714286,559.9285714,NA
516,,26,Cowichan,NPK,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,1,1,1,0,2008,2007,0,77,0,0,77,4,0,0,4,24,2,21,6,169.1,644.2,813.3,NA,NA,NA,NA,4.537,0.36,28,82,2885,365,40,54,2.1,37,190,3.7,0.5,5.4,NA,NA,NA,NA,0.377028065,1.20336919,0.27196826,-12.08449954,-7.141604468,-9.769085893,S,0,0.1268027,0.068839322,0.068512511,0.065022038,0.334269149,0.004738852,0.352776837,0.023215535,FALSE,0.879224415,2.955833852,3.151171172,1.948230338,0.716581853,0.228616214,0.004227865,1.367882416,0.073432763,0.015194252,136.2857143,1014.685714,NA
517,,27,Cowichan,PK,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,1,0,2008,2007,0,69,1,0,70,4,1,0,5,24,2,21,4.8,93.8,689.8,783.6,NA,NA,NA,NA,4.673,0.366,28,68,2919,379,40,59,2.1,37,206,3.6,0.5,5.6,NA,NA,NA,NA,0.687757119,1.479468599,0.427327524,-13.0123683,-8.012368304,-11.6638101,S,1.18,0.103679226,0.063717084,0.063717084,0.055524956,0.224894159,0.004059867,0.224894202,0,TRUE,1.191419047,4.398752086,4.145453213,3.233915627,1.545880526,0.665316952,0.003083021,1.088892576,0.26235356,0.054279138,142.5,749.8428571,NA
519,,29,Cowichan,K,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,0,1,0,2008,2007,0,82,0,0,82,4,0,0,4,24,2,21,6,91.6,606.6,698.2,NA,NA,NA,NA,4.038,0.322,28,67,2713,356,43,59,2,39,160,3.2,0.4,5.6,NA,NA,NA,NA,0.439153511,1.252141527,0.316782296,-5.855408971,0.811257696,-8.337212417,W,0.87,0.09063155,0.09653856,0.09653856,0.057690672,0.296986452,0.009319694,0.296986563,0,TRUE,1.523866514,3.250966707,2.929360675,2.555984038,1.435282289,0.742452838,0.003328214,0.9630941,0.022216492,0.004593221,174.7857143,585.2571429,NA
520,,30,Cowichan,P,3,49,FALSE,2007,Cowichan,North America,CA,50,48.46,-123.38,51,10.44583333,762,1.0743,713,3.681,0,1,0,0,2008,2007,0,89,0,0,89,3,0,0,3,24,2,21,8,44.4,528.6,573,NA,NA,NA,NA,6.929,0.513,50,80,3436,438,49,52,3.5,20,185,3.9,0.8,5.9,NA,NA,NA,NA,0.322518817,1.172960166,0.293569278,-9.197166278,-2.530499612,-7.30166926,S,0,0.1015168,0.069114654,0.069114654,0.063985073,0.341740179,0.004776835,0.341740124,0,TRUE,1.158501433,2.920163681,2.773228733,2.128189354,0.996206416,0.418599111,0.00409409,1.094892133,0.048585305,0.010049952,112,740.2357143,NA
522,,2,Kiny,P,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,1,0,0,2008,2008,0,63,54,0,117,7,9,0,16,120,47,38,7.5,22.5,197.5,220,NA,0.936232736,1701.5,1593,1.051,0.1,11,405,1368,437,26,78,0.7,179,78,2.8,0.9,6.4,NA,NA,NA,NA,1.662765713,3.829626521,0.599715962,-1.504402737,NA,-1.85249625,W,NA,NA,0.069274921,0.060504174,0.065370257,0.188126661,0.004799015,0.395465956,0.378923775,FALSE,0.841151297,6.065776597,6.6430761,3.923306837,1.379166315,0.417830537,0.004273271,1.429034581,2.530488667,0.522912681,19.5,324.5166667,1593
523,Removed curve because three points and model did not converge well,3,Kiny,NPK,1,50,TRUE,NA,NA,NA,NA,NA,-36.2,143.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.498117181,3.202542558,0.661723078,21,351.8666667,NA
524,,4,Kiny,PK,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,1,1,0,2008,2008,0,21,56.5,0,77.5,3,13,0,16,120,47,38,7.5,NA,NA,NA,NA,0.976119403,1675,1635,0.933,0.091,9,316,502,290,21,83,0.8,163,75,2.4,0.5,6,NA,NA,NA,NA,1.42533129,2.853664331,0.514079596,-5.928760858,NA,-9.223149175,W,NA,NA,0.033138307,0.014559816,0.01913703,0.116378786,0.001098147,0.385957046,0.563621335,FALSE,0.739422645,12.65445508,15.24700347,7.708586772,2.346786569,0.603262958,0.000366226,1.175042389,3.2013268,0.661405772,297.5,230.0333333,1635
525,,5,Kiny,NP,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,1,0,0,2008,2008,0,36,36.5,0,72.5,3,13,0,16,120,47,38,7.5,NA,NA,NA,NA,0.880699742,1743.5,1535.5,0.975,0.092,9,396,574,341,19,87,0.6,200,87,2.4,0.6,5.8,NA,NA,NA,NA,1.398842316,2.796249501,0.504525718,-2.352865941,NA,-3.71208624,W,NA,NA,0.060139834,0.041806602,0.047948893,0.122428512,0.0036168,0.498616793,0.598509681,FALSE,0.678797724,13.49551987,17.60825832,7.864929163,2.153097944,0.490236457,0.002299096,1.296445239,3.2219726,0.665804337,4,358.35,1535.5
527,,7,Kiny,K,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,0,1,0,2008,2008,0,46.5,61,5,112.5,4,9,1,14,120,47,38,8.5714,NA,NA,NA,NA,0.913338767,1840.5,1681,1.183,0.104,10,337,536,305,19,74,0.6,167,80,2.4,0.5,5.6,NA,NA,NA,NA,1.191181562,2.491020027,0.451366308,-4.026098027,NA,-6.860145244,W,NA,NA,0.045504008,0.022403954,0.028373602,0.121673621,0.002070615,0.47529552,0.591830449,FALSE,0.676320482,13.68430965,17.9213052,7.959195571,2.16858939,0.49109465,0.000805061,1.287165824,3.192381867,0.65982146,215,262.4,1681
528,,8,Kiny,Control,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,0,0,0,2008,2008,0,26,71,0,97,3,13,0,16,120,47,38,7.5,NA,NA,NA,NA,0.805880674,1751.5,1411.5,1.161,0.105,10,387,602,316,21,93,0.6,157,76,2.2,0.5,5.6,33.6,39,27.3,Clay Loam,1.209141541,2.30062517,0.436105626,-8.045005194,NA,-10.72149742,W,NA,NA,0.023289033,0.017744572,0.014908038,0.127750599,0.000542379,0.2552036,0.399158636,FALSE,0.827476768,9.654766463,10.68715537,6.199839323,2.142109172,0.63628942,0.00022225,1.057203856,2.9691382,0.613802786,490,247.6333333,1411.5
529,,9,Kiny,NK,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,0,1,0,2008,2008,0,20,44,5,69,1,7,1,9,120,47,38,13.3333,30,180,210,NA,0.817108203,1566.5,1280,1.371,0.131,12,478,1013,540,26,177,0.8,129,65,2.3,1,5.8,NA,NA,NA,NA,1.105897318,2.314588729,0.50331556,-11.41798622,NA,-12.60952965,W,NA,NA,0.013274157,0.01203804,0.010883289,0.150088623,0.000176203,0.190676756,0.165327501,FALSE,0.933431388,7.08433654,7.313000619,4.783799295,1.864763659,0.635738258,0.000118446,1.423529875,2.683019267,0.554709574,94.5,300.9166667,1280
530,,10,Kiny,N,1,50,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,0,0,0,2008,2008,0,12,56.5,0,68.5,5,11,0,16,120,47,38,7.5,NA,NA,NA,NA,0.873602752,1744.5,1524,1.565,0.124,9,406,700,365,19,114,0.5,196,73,2.6,0.7,6,NA,NA,NA,NA,1.445991151,2.597785467,0.521531066,-6.52762575,NA,-10.06316471,W,NA,NA,0.029990454,0.01231544,0.016636892,0.130034849,0.000899427,0.356212083,0.502093442,FALSE,0.775142327,10.27478658,11.91693092,6.403597402,2.059320635,0.563564422,0.000276786,1.013767221,3.028974667,0.625984858,58.5,234.2,1524
531,,11,Kiny,K,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,0,1,0,2008,2008,0,37,89,1,127,5,10,1,16,120,47,38,7.5,NA,NA,NA,NA,0.886204889,1718,1522.5,1.13,0.109,9,351,561,294,17,62,0.6,146,94,2.4,0.5,5.8,NA,NA,NA,NA,1.835663897,4.806735211,0.6620758,-0.804138526,NA,-9.795947675,W,NA,NA,0.07785076,0.07785076,0.017394582,0.190070144,0.006060741,0.190070042,0,TRUE,1.674376489,4.109228592,3.670392464,3.301378649,1.952553185,1.071684961,0.000302571,1.014724849,1.8637343,0.38497735,17.5,220.0333333,1522.5
532,,12,Kiny,NPK,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,1,1,0,2008,2008,0,17.5,72.5,0,90,6,10,0,16,120,47,38,7.5,NA,NA,NA,NA,0.742018244,1754,1301.5,0.996,0.093,9,343,541,327,21,114,0.6,148,76,2.2,0.6,6,NA,NA,NA,NA,1.727892815,3.807285546,0.623205599,-9.481337482,NA,-17.77836851,W,NA,NA,0.018331004,0.007620072,0.004598616,0.152806684,0.000336026,0.274833685,0.340975209,FALSE,0.850391313,7.604038812,8.270476798,4.941585708,1.756968885,0.539240731,2.11E-05,0.836010803,2.713070988,0.560754489,340,211.9,1301.5
533,,13,Kiny,P,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,1,0,0,2008,2008,0,42.5,38.5,1.5,82.5,5,7,3,15,120,47,38,8,NA,NA,NA,NA,0.934162193,1769.5,1653,1.125,0.102,10,417,768,507,30,260,0.8,172,71,2.5,0.8,5.8,NA,NA,NA,NA,1.327717968,2.689951586,0.490285582,-9.732556794,NA,-17.84105429,W,NA,NA,0.017579333,0.001673393,0.004550821,0.125836941,0.000309033,0.272281368,0.430703049,FALSE,0.838608315,9.671532849,10.61260231,6.247227833,2.189146876,0.660823978,2.07E-05,1.060981534,3.020260667,0.624183974,142.5,223.8666667,1653
534,,14,Kiny,NK,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,0,1,0,2008,2008,0,22,67.5,0,89.5,5,9,0,14,120,47,38,8.5714,NA,NA,NA,NA,0.996612084,1771,1765,0.638,0.067,9,395,562,382,18,172,0.5,149,72,2.2,0.6,5.9,NA,NA,NA,NA,1.676236076,3.678222937,0.635164707,-7.160039216,NA,-7.941377546,W,NA,NA,0.026990282,0.025579371,0.023694758,0.13473947,0.000728475,0.204144854,0.269848014,FALSE,0.877174885,8.483136681,9.055978327,5.585907584,2.049766205,0.652208222,0.000561442,1.510599679,2.8538828,0.589858355,90,276.6666667,1765
535,,15,Kiny,N,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,1,0,0,0,2008,2008,0,12.5,48.5,0,61,6,7,0,13,120,47,38,9.2308,NA,NA,NA,NA,0.9375,1688,1582.5,1.01,0.092,9,342,571,353,19,106,0.7,162,74,2.4,0.6,5.8,NA,NA,NA,NA,0.942205338,1.719840244,0.379171321,-9.349276175,NA,-10.18045565,W,NA,NA,0.018738946,0.018738946,0.016314824,0.141898351,0.000351148,0.141898247,0,TRUE,1.083635686,6.57432868,6.375702707,4.687724337,2.082215441,0.824061524,0.000266173,1.27895431,2.736118,0.56557453,37,298.3666667,1582.5
537,,17,Kiny,Control,2,51,FALSE,2007,Kinypanial,Australia,AU,90,-36.2,143.75,-895,15.59166652,408,0.3224,1321,2.1472,0,0,0,0,2008,2008,0,28,36,0,64,7,12,0,19,120,47,38,6.3158,NA,NA,NA,NA,0.976434109,1612.5,1574.5,1.272,0.114,10,498,780,618,27,271,0.6,155,64,2.6,1.1,5.7,29.6,27,43.3,Clay,2.099100668,5.510420225,0.726238991,-8.063745276,NA,-20.05078446,W,NA,NA,0.023216406,0.023216406,0.003148793,0.162342198,0.000539002,0.162342095,0,TRUE,1.200518514,5.411172723,5.089484998,3.987523341,1.916814763,0.830248432,9.91E-06,1.126926718,2.4243422,0.500877925,112.5,168.75,1574.5
